38100	Picayune, MS	28	57160
38180	Pierre, SD	46	49600
38200	Pierre Part, LA	22	60075
38220	Pine Bluff, AR	05	55310
38260	Pittsburg, KS	20	56025
38300	Pittsburgh, PA	42	61000
38340	Pittsfield, MA	25	53960
38380	Plainview, TX	48	57980
38420	Platteville, WI	55	63250
38460	Plattsburgh, NY	36	58574
38500	Plymouth, IN	18	60822
38540	Pocatello, ID	16	64090
38580	Point Pleasant, WV	54	64708
38620	Ponca City, OK	40	59850
38660	Ponce, PR	72	63820
38700	Pontiac, IL	17	61015
38740	Poplar Bluff, MO	29	59096
38780	Portales, NM	35	59260
38820	Port Angeles, WA	53	55365
38860	Portland, ME	23	60545
38900	Portland, OR	41	59000
38940	Port St. Lucie, FL	12	58715
39020	Portsmouth, OH	39	64304
39060	Pottsville, PA	42	62432
39100	Poughkeepsie, NY	36	59641
39140	Prescott, AZ	04	57380
39220	Price, UT	49	62030
39260	Prineville, OR	41	59850
39300	Providence, RI	44	59000
39340	Provo, UT	49	62470
39380	Pueblo, CO	08	62000
39420	Pullman, WA	53	56625
39460	Punta Gorda, FL	12	59200
39500	Quincy, IL	17	62367
39540	Racine, WI	55	66000
39580	Raleigh, NC	37	55000
39660	Rapid City, SD	46	52980
39700	Raymondville, TX	48	60836
39740	Reading, PA	42	63624
39780	Red Bluff, CA	06	59892
39820	Redding, CA	06	59920
39860	Red Wing, MN	27	53620
39900	Reno, NV	32	60600
39940	Rexburg, ID	16	67420
39980	Richmond, IN	18	64260
40060	Richmond, VA	51	67000
40080	Richmond, KY	21	65226
40100	Rio Grande City, TX	48	62168
40140	Riverside, CA	06	62000
40180	Riverton, WY	56	66220
40220	Roanoke, VA	51	68000
40260	Roanoke Rapids, NC	37	56900
40300	Rochelle, IL	17	64746
40340	Rochester, MN	27	54880
40380	Rochester, NY	36	63000
40420	Rockford, IL	17	65000
40460	Rockingham, NC	37	57260
40500	Rockland, ME	23	63590
40540	Rock Springs, WY	56	67235
40580	Rocky Mount, NC	37	57500
40620	Rolla, MO	29	62912
40660	Rome, GA	13	66668
40700	Roseburg, OR	41	63650
40740	Roswell, NM	35	64930
40760	Ruidoso, NM	35	65210
40780	Russellville, AR	05	61670
40820	Ruston, LA	22	66655
40860	Rutland, VT	50	61225
40900	Sacramento, CA	06	64000
40940	Safford, AZ	04	62000
40980	Saginaw, MI	26	70520
41060	St. Cloud, MN	27	56896
41100	St. George, UT	49	65330
41140	St. Joseph, MO	29	64550
41180	St. Louis, MO	29	65000
41220	St. Marys, GA	13	67984
41260	St. Marys, PA	42	67344
41420	Salem, OR	41	64900
41460	Salina, KS	20	62700
41500	Salinas, CA	06	64224
41540	Salisbury, MD	24	69925
41580	Salisbury, NC	37	58860
41620	Salt Lake City, UT	49	67000
41660	San Angelo, TX	48	64472
41700	San Antonio, TX	48	65000
41740	San Diego, CA	06	66000
41780	Sandusky, OH	39	70380
41820	Sanford, NC	37	59280
41860	San Francisco, CA	06	67000
41900	San Germán, PR	72	76167
41940	San Jose, CA	06	68000
41980	San Juan, PR	72	76770
42020	San Luis Obispo, CA	06	68154
42060	Santa Barbara, CA	06	69070
42100	Santa Cruz, CA	06	69112
42140	Santa Fe, NM	35	70500
42180	Santa Isabel, PR	72	78145
42220	Santa Rosa, CA	06	70098
42300	Sault Ste. Marie, MI	26	71740
42340	Savannah, GA	13	69000
42380	Sayre, PA	42	68096
42420	Scottsbluff, NE	31	44245
42460	Scottsboro, AL	01	68736
42500	Scottsburg, IN	18	68526
42540	Scranton, PA	42	69000
42580	Seaford, DE	10	64320
42620	Searcy, AR	05	63020
42660	Seattle, WA	53	63000
42680	Sebastian, FL	12	64825
42700	Sebring, FL	12	64875
42740	Sedalia, MO	29	66440
42780	Selinsgrove, PA	42	69216
42820	Selma, AL	01	69120
42860	Seneca, SC	45	65095
42900	Seneca Falls, NY	36	66322
42940	Sevierville, TN	47	67120
42980	Seymour, IN	18	68832
43060	Shawnee, OK	40	66800
43100	Sheboygan, WI	55	72975
43140	Shelby, NC	37	61200
43180	Shelbyville, TN	47	67760
43220	Shelton, WA	53	63735
43260	Sheridan, WY	56	69845
43300	Sherman, TX	48	67496
43320	Show Low, AZ	04	66470
43340	Shreveport, LA	22	70000
43380	Sidney, OH	39	72424
43420	Sierra Vista, AZ	04	66820
43460	Sikeston, MO	29	67790
43500	Silver City, NM	35	73260
43540	Silverthorne, CO	08	70525
43580	Sioux City, IA	19	73335
43620	Sioux Falls, SD	46	59020
43660	Snyder, TX	48	68624
43700	Somerset, KY	21	71688
43740	Somerset, PA	42	71776
43780	South Bend, IN	18	71000
43860	Southern Pines, NC	37	63120
43900	Spartanburg, SC	45	68290
43940	Spearfish, SD	46	60020
43980	Spencer, IA	19	74280
44020	Spirit Lake, IA	19	74415
44060	Spokane, WA	53	67000
44100	Springfield, IL	17	72000
44140	Springfield, MA	25	67000
44180	Springfield, MO	29	70000
44220	Springfield, OH	39	74118
44260	Starkville, MS	28	70240
44300	State College, PA	42	73808
44340	Statesboro, GA	13	73256
44380	Statesville, NC	37	64740
